"LOINC_NUM","COMPONENT","PROPERTY","TIME_ASPCT","SYSTEM","SCALE_TYP","METHOD_TYP","CLASS","SHORTNAME","LONG_COMMON_NAME","RELATEDNAMES2","LinguisticVariantDisplayName"
"89344-6","Клітини.CD38+IgM-/100 Клітин.CD19","Чисельна Фракція","МоментЧасу","Кров","Кількісно","","Клітинні Маркери","CD38+IgM-клітини/100 CD19 клітин ЧислФр Кров","CD38+IgM-клітини/100 CD19 клітин у Крові","100 CD19 cells; ADP-ribosyl cyclase; B Cells; B cells expressing CD19 as a percent of total lymphocytes; B4; B-4; Blood; CD19 Cells; CD38 Cells; CD38+IgM- cells; CD38+IgM+ cells; Cell; CELL MARKERS; Cellularity; Cyclic ADP-ribose hydrolase; HD-37; Immune globulin M; Immunoglobulin M; Leu12; Leu-12; Leu17; Leu-17; Number fraction; Percent; Point in time; QNT; Quan; Quant; Quantitative; Random; T10; WB; Whole blood","CD38+IgM-клітини/100 CD19 клітин (Кров)"
"9316-1","Вірус західного енцефаліту коней Антитіла.IgМ","Титр","МоментЧасу","Спинномозкова рідина","Кількісно","Імунофлуоресценція","Мікробіологія","Вірус західного енцефаліту коней IgМ Титр СМР IF","Вірус західного енцефаліту коней IgМ Антитіла [Титр] у спинномозковій рідині методом імунофлуоресценції","ABS; Aby; ACIF; Antby; Anti; Antibodies; Antibody; Anticomplement Immunofluorescence; Autoantibodies; Autoantibody; Cerebral spinal fluid; Cerebrospinal Fl; Dilution factor; Dilution Factor (Titer); Enc; Enceph; Encephalomyelitis; Equin; FA; Fluorescent antibody; Fluoresent; ID; IFA; Immune fluorescence; Immune globulin M; Immunoflour; Immunofluor; Immunofluorescence; Immunoglobulin M; Infectious Disease; InfectiousDisease; Microbiology; Neuro; Neurology; Point in time; QNT; Quan; Quant; Quantitative; Random; Spinal Fl; Spinal Fld; Spinal Flu; Spinal Fluid; Time Resolved Fluorescence; Titer; Titered; Titre; Togavirus; TRF; Ttr; WEE virus; WEEV; West","Вірус західного енцефаліту коней IgМ IF (СМР) [Титр]"
"9321-1","Кальцій/Креатинін","Масове Співвідношення","МоментЧасу","Сеча","Кількісно","","Хімія","Кальцій/Креатинін Сеча","Кальцій/Креатинін [Масове Співвідношення] у сечі","Ca; Cal; Chemistry; CR; Crea; Creat; Mass concentration ratio; Mass ratio; MCRto; Point in time; QNT; Quan; Quant; Quantitative; Random; UA; UCr; UR; Urn","Кальцій/Креатинін (Сеча) [МасСпвд]"
"9410-2","Гістамін","Масова Швидкість","24год","Сеча","Кількісно","","Хімія","Гістамін 24год Сеча-МасШв","Гістамін [Маса/час] у добовій сечі","1 day; 24 hours; 24HR; Chemistry; Mass rate; mRate; QNT; Quan; Quant; Quantitative; UA; UR; Urn","Гістамін (24год Сеча) [Маса/час]"
"92649-3","Налоксон","Наявність або Поріг","МоментЧасу","Сеча","Порядково","Підтверджувальний тест","Наркотична токсикологія","Налоксон Сеча Пор ПідтвердТест","Налоксон [Наявність] у сечі підтверджувальним методом","Addiction; Cfm; CNFR; CNFRM; Conf; Confirmation; Confirmatory; DRUG/TOXICOLOGY; Drugs; Drugs of abuse; GCMS; Illicit; Narcan; Ordinal; Point in time; PotentialForAbuse; PR; QL; Qual; Qualitative; Random; Screen; UA; UR; Urn","Налоксон ПідтвердТест Пор (Сеча)"
"9335-1","Зовнішній вигляд","Вигляд","МоментЧасу","Рідини тіла","Категорійно","","Інформація про зразок","Зовнішній Вигл РідТіл","Зовнішній вигляд рідин тіла","Appear; Appearance; Appr; B/F; BF; bod; Bodies; Body fluid; Body fluid, unsp; Fl; Fld; FLU; Fluid; Nominal; Point in time; Random; SPEC","Зовнішній Вигл (РідТіл)"
"9351-8","Альпразолам","Наявність або Поріг","МоментЧасу","Сеча","Порядково","","Наркотична токсикологія","Альпразолам Сеча Пор","Альпразолам [Наявність] у сечі","DRUG/TOXICOLOGY; Drugs; Niravam; Ordinal; Point in time; PR; QL; Qual; Qualitative; Random; Screen; UA; UR; Urn; Xanax","Альпразолам Пор (Сеча)"
"9393-0","рисперидон","Масова Концентрація","МоментЧасу","Сироватка/Плазма","Кількісно","","Наркотична токсикологія","рисперидон СвткПлаз-МасКнц","рисперидон [Маса/об'єм] у сироватці чи плазмі","DRUG/TOXICOLOGY; Drugs; Level; Mass concentration; Pl; Plasma; Plsm; Point in time; QNT; Quan; Quant; Quantitative; Random; Risperidal; SerP; SerPl; SerPlas; Serum; Serum or plasma; SR","рисперидон [Маса/об'єм]"
"94108-8","1-Гідроксимідазолам","Наявність або Поріг","МоментЧасу","Сеча","Порядково","Токсикологічний скринінг","Наркотична токсикологія","1-Гідроксимідазолам Сеча Пор ТокСкрин","1-Гідроксимідазолам [Наявність] у сечі методом токсикологічного скринінгу","1-Hydroxy midazolam; 1OH-midazolam; Alpha hydroxymidazolam; Alpha-hydroxymidazolam; Chlonazepam metabolite; DRUG/TOXICOLOGY; Drugs; i; Ordinal; Point in time; PR; QL; Qual; Qualitative; Random; Scn; Scr; Screen; Scrn; UA; UR; Urn","1-Гідроксимідазолам ТокСкрин Пор (Сеча)"
"82189-2","Цитомегаловірус ДНК","Наявність або Поріг","МоментЧасу","Спинномозкова рідина","Порядково","Детекція без зонда.цільова аміпліфікація НК","Мікробіологія","Цитомегаловірус ДНК СМР Пор ДетекБезЗонда.ціль.ампліф НК","Цитомегаловірус ДНК [Наявність] у спинномозковій рідині методом Детекції без зонда.цільова аміпліфікація НК","3 Self-Sustaining Sequence Replication; 3SR SR; Amplif; Amplification; Amplified; Cerebral spinal fluid; Cerebrospinal Fl; CMV; Cytomegalo virus; Cytomgal; Deoxyribonucleic acid; DNA NUCLEIC ACID PROBE; DNA probe; HHV-5; Human Herpesvirus-5; ID; Infectious Disease; InfectiousDisease; LAT; LCR; Ligase chain reaction; Ligation-activated transcription; Microbiology; NAA+non-probe; NAA+probe; NAAT; NASBA; Neuro; Neurology; Nucleic acid sequence based analysis; Ordinal; PCR; Point in time; Polymerase chain reaction; PR; Probe amp; Probe with ampification; Probe with target amplification; QBR; QL; Qual; Qualitative; Random; Screen; SDA; Spinal Fl; Spinal Fld; Spinal Flu; Spinal Fluid; Strand Displacement Amplification; TMA; Transcription mediated amplification","Цитомегаловірус ДНК ДетекБезЗонда.ціль.ампліф НК Пор (СМР)"
"82206-4","Cyclospora cayetanensis ДНК","Наявність або Поріг","МоментЧасу","Кал","Порядково","Детекція без зонда.цільова аміпліфікація НК","Мікробіологія","Cyclospora cayetanensis ДНК Кал Пор ДетекБезЗонда.ціль.ампліф НК","Cyclospora cayetanensis ДНК [Наявність] у калі методом Детекції без зонда.цільова аміпліфікація НК","3 Self-Sustaining Sequence Replication; 3SR SR; Amplif; Amplification; Amplified; Bowel movement; C cayetanenis; C cayetanensis; C cyaetinesus; Cyclo; Cyclosporiasis; Deoxyribonucleic acid; DNA NUCLEIC ACID PROBE; DNA probe; Faecal; Faeces; Fecal; Feces; ID; Infectious Disease; InfectiousDisease; LAT; LCR; Ligase chain reaction; Ligation-activated transcription; Microbiology; NAA+non-probe; NAA+probe; NAAT; NASBA; Nucleic acid sequence based analysis; Ordinal; PCR; Point in time; Polymerase chain reaction; PR; Probe amp; Probe with ampification; Probe with target amplification; QBR; QL; Qual; Qualitative; Random; Screen; SDA; Stl; Stool = Fecal; Strand Displacement Amplification; TMA; Transcription mediated amplification","Cyclospora cayetanensis ДНК ДетекБезЗонда.ціль.ампліф НК Пор (Кал)"
"8244-6","Титан","Масова Концентрація","МоментЧасу","Сироватка/Плазма","Кількісно","","Наркотична токсикологія","Титан СвткПлаз-МасКнц","Титан [Маса/об'єм] у сироватці чи плазмі","DRUG/TOXICOLOGY; Drugs; Level; Mass concentration; Pl; Plasma; Plsm; Point in time; QNT; Quan; Quant; Quantitative; Random; SerP; SerPl; SerPlas; Serum; Serum or plasma; SR; TI","Титан [Маса/об'єм]"
"94103-9","Золпідем феніл-4-карбоксилат","Наявність або Поріг","МоментЧасу","Сеча","Порядково","Токсикологічний скринінг","Наркотична токсикологія","Золпідем феніл-4-карбоксилат Сеча Пор ТокСкрин","Золпідем феніл-4-карбоксилат [Наявність] у сечі методом токсикологічного скринінгу","Adormix; Ambien; Ambien CR; Damixan; DRUG/TOXICOLOGY; Drugs; Edluar; Hypnogen; Ivedal; Lioran; Myslee; Nasen; Nytamel; Ordinal; Point in time; PR; QL; Qual; Qualitative; Random; Sanval; Scn; Scr; Screen; Scrn; Somidem; Stilnoct; Stilnox; Stilnox CR; Sucedal; UA; UR; Urn; Zoldem; Zolpihexal; Zolpimist","Золпідем феніл-4-карбоксилат ТокСкрин Пор (Сеча)"
"9412-8","Лейцин","Молярна Концентрація","МоментЧасу","Спинномозкова рідина","Кількісно","","Хімія","Лейцин СМР-МолКнц","Лейцин [Молі/об'єм] у спинномозковій рідині","Cerebral spinal fluid; Cerebrospinal Fl; Chemistry; Leu; Level; Point in time; QNT; Quan; Quant; Quantitative; Random; Spinal Fl; Spinal Fld; Spinal Flu; Spinal Fluid; Substance concentration","Лейцин (СМР) [Молі/об'єм]"
"9447-4","Гептакарбоксилпорфірин","Масова Концентрація","МоментЧасу","Сироватка/Плазма","Кількісно","","Хімія","Гептакарбоксилпорфірин СвткПлаз-МасКнц","Гептакарбоксилпорфірин [Маса/об'єм] у сироватці чи плазмі","Chemistry; Hematology; Heme; Hepacarboxyporph; Heptacarbox; Heptacarboxyl porphyrin; Heptacarboxylate porphyrin; Heptacarboxylporphyrins; Heptacarboxyporph; Heptacarboxyporphyrin; Hepta-CP; Heptaporphyrin; Hexacarboxyl porphyrin; Level; Mass concentration; Pl; Plasma; Plsm; Point in time; QNT; Quan; Quant; Quantitative; Random; SerP; SerPl; SerPlas; Serum; Serum or plasma; SR","Гептакарбоксилпорфірин [Маса/об'єм]"
"94563-4","SARS коронавірус 2 Антитіла.IgG","Наявність або Поріг","МоментЧасу","Сироватка/Плазма","Порядково","Імуноаналіз","Мікробіологія","SARS-CoV-2 IgG СвткПлаз Пор ІА","SARS-CoV-2 (COVID-19) IgG Антитіла [Наявність] у сироватці чи плазмі методом імуноаналізу","2019 Novel Coronavirus; 2019-nCoV; ABS; Aby; Antby; Anti; Antibodies; Antibody; Autoantibodies; Autoantibody; Corona virus; COVID19; COVID-19; EIA; ELFA; ELISA; Enzyme immunoassay; IAA; ID; II; Immune globulin G; Immunoglobulin G; Infectious Disease; InfectiousDisease; MEIA; Microbiology; Ordinal; Pl; Plasma; Plsm; Point in time; PR; QL; Qual; Qualitative; Random; SARS Coronavirus 1; SARS-CoV; SARS-CoV-1; SARS-CoV-2; Screen; SerP; SerPl; SerPlas; Serum; Serum or plasma; Severe Acute Respiratory Syndrome; SR; SUDS; Viral Pneumonias; Wuhan coronavirus","SARS-CoV-2 (COVID-19) IgG ІА Пор"
"8245-3","Цинк","Масова Концентрація","МоментЧасу","Кров","Кількісно","","Наркотична токсикологія","Цинк Кров-МасКнц","Цинк [Маса/об'єм] в крові","Blood; DRUG/TOXICOLOGY; Drugs; Level; Mass concentration; Point in time; QNT; Quan; Quant; Quantitative; Random; WB; Whole blood; Zn","Цинк (Кров) [Маса/об'єм]"
"83099-2","Галектин-3","Масова Концентрація","МоментЧасу","Сироватка/Плазма","Кількісно","Імуноаналіз","Хімія","Галектин-3 СвткПлаз ІА-МасКнц","Галектин-3 [Маса/об'єм] у сироватці чи плазмі методом імуноаналізу","Cardio; Cardiology; Chemistry; EIA; ELFA; ELISA; Enzyme immunoassay; Heart Disease; IAA; III; Level; Mass concentration; MEIA; Pl; Plasma; Plsm; Point in time; QNT; Quan; Quant; Quantitative; Random; SerP; SerPl; SerPlas; Serum; Serum or plasma; SR; SUDS","Галектин-3 ІА [Маса/об'єм]"
"83127-1","Трийодтиронін.вільний","Масова Концентрація","МоментЧасу","Сироватка/Плазма","Кількісно","Імуноаналіз","Хімія","Т3 Вільний СвткПлаз ІА-МасКнц","Трийодтиронін (Т3) Вільний [Маса/об'єм] у сироватці чи плазмі методом імуноаналізу","Chemistry; EIA; ELFA; ELISA; Endocrine; Endocrinology; Enzyme immunoassay; FR; Free T3; FT3; IAA; Level; Mass concentration; MEIA; Non-protein bound; Pl; Plasma; Plsm; Point in time; QNT; Quan; Quant; Quantitative; Random; SerP; SerPl; SerPlas; Serum; Serum or plasma; SR; SUDS; T3; T-3; T3Free; thyroid hormone; Total T3; Triodothyrne","Вільний Т3 ІА [Маса/об'єм]"
"85374-7","Нейтрофіли.стимульований PMA.DHR середня інтенсивність флуоресценції","Довільний","МоментЧасу","Кров","Кількісно","Проточна цитометрія (FC)","Гематологія/Підрахунок клітин","Нейтрофіли.стимульований PMA.DHR середня інтенсивність флуоресценції Дов Кров ПротЦитометр (FC)","Нейтрофіли.стимульований PMA.DHR середня інтенсивність флуоресценції в крові методом Проточної цитометрії (FC)","Arbitrary; Average; Avg; Blood; Dynamic; FC; HEMATOLOGY/CELL COUNTS; MFI; Neut; Neut PMA DHR; Neut.PMA stim.DHR MFI; Neutr; Neutrophil oxidative bursts; Neutrophils; Phorbol myristate acetate stimulated; PMN; PNM; Point in time; QNT; Quan; Quant; Quantitative; Random; WB; Whole blood","Нейтрофіли.стимульований PMA.DHR середня інтенсивність флуоресценції ПротЦитометр (FC) (Кров) [Одиниці]"
"94565-9","SARS коронавірус 2 РНК","Наявність або Поріг","МоментЧасу","Носоглотка","Порядково","Детекція без зонда.цільова аміпліфікація НК","Мікробіологія","SARS коронавірус 2 РНК Нсгл Пор ДетекБезЗонда.ціль.ампліф НК","SARS коронавірус 2 РНК [Наявність] у носоглотці методом Детекції без зонда.цільова аміпліфікація НК","2019 Novel Coronavirus; 2019-nCoV; 3 Self-Sustaining Sequence Replication; 3SR SR; Amplif; Amplification; Amplified; Corona virus; COVID19; COVID-19; DNA NUCLEIC ACID PROBE; DNA probe; ID; II; Infectious Disease; InfectiousDisease; LAT; LCR; Ligase chain reaction; Ligation-activated transcription; Microbiology; NAA+non-probe; NAA+probe; NAAT; NASBA; Nasopharynx; Nucleic acid sequence based analysis; Ordinal; PCR; Point in time; Polymerase chain reaction; PR; Probe amp; Probe with ampification; Probe with target amplification; QBR; QL; Qual; Qualitative; Random; Ribonucleic acid; SARS Coronavirus 1; SARS-CoV; SARS-CoV-1; SARS-CoV-2; Screen; SDA; Severe Acute Respiratory Syndrome; Strand Displacement Amplification; TMA; Transcription mediated amplification; Viral Pneumonias; Wuhan coronavirus","SARS коронавірус 2 РНК ДетекБезЗонда.ціль.ампліф НК Пор (Нсгл)"
"94689-7","Клітини.CD20/100 клітин.CD19","Чисельна Фракція","МоментЧасу","Кров","Кількісно","","Клітинні Маркери","CD20 Клітини/100 CD19 клітин ЧислФр Кров","CD20 клітини/100 CD19 клітин у Крові","100 CD19 cells; B Cells; B cells expressing CD19 as a percent of total lymphocytes; B1; B-1; B4; B-4; Blood; Bp35; CD19 Cells; CD20 Cells; Cell; CELL MARKERS; Cellularity; HD-37; Hematology; Heme; Leu12; Leu-12; Leu16; Leu-16; Number fraction; Percent; Point in time; QNT; Quan; Quant; Quantitative; Random; WB; Whole blood","CD20 Клітини/100 CD19 клітин (Кров)"
"94755-6","Клітини.CD21низькийCD38-","Чисельна Концентрація","МоментЧасу","Кров","Кількісно","","Клітинні Маркери","Клітини.CD21низькийCD38- ЧислКнц Кров","Клітини.CD21низькийCD38- [Чисельна Концентрація] у Кров","#; ABS; absolute; absolutes; Blood; CD21low38- Cells; Cell; CELL MARKERS; Cellularity; Cnt; Count; Count/volume; CT; Number concentration; Number Concentration (count/vol); Point in time; QNT; Quan; Quant; Quantitative; Random; WB; Whole blood","Клітини.CD21низькийCD38- (Кров) [ЧислКнц]"
"9539-8","Вірус La Crosse Aнтитіла.IgG","Титр","МоментЧасу","Спинномозкова рідина","Кількісно","Імунофлуоресценція","Мікробіологія","Вірус La Crosse IgG Титр СМР IF","Вірус La Crosse IgG Aнтитіла [Титр] у спинномозковій рідині методом імунофлуоресценції","ABS; Aby; ACIF; Antby; Anti; Antibodies; Antibody; Anticomplement Immunofluorescence; Autoantibodies; Autoantibody; California Encephalitis Virus; Cerebral spinal fluid; Cerebrospinal Fl; Dilution factor; Dilution Factor (Titer); FA; Fluorescent antibody; Fluoresent; ID; IFA; Immune fluorescence; Immune globulin G; Immunoflour; Immunofluor; Immunofluorescence; Immunoglobulin G; Infectious Disease; InfectiousDisease; Lacrosse virus; LACV; Microbiology; Neuro; Neurology; Point in time; QNT; Quan; Quant; Quantitative; Random; Spinal Fl; Spinal Fld; Spinal Flu; Spinal Fluid; Time Resolved Fluorescence; Titer; Titered; Titre; TRF; Ttr","Вірус La Crosse IgG IF (СМР) [Титр]"
"9540-6","Вірус La Crosse Aнтитіла.IgM","Титр","МоментЧасу","Спинномозкова рідина","Кількісно","Імунофлуоресценція","Мікробіологія","Вірус La Crosse IgM Титр СМР IF","Вірус La Crosse IgM Aнтитіла [Титр] у спинномозковій рідині методом імунофлуоресценції","ABS; Aby; ACIF; Antby; Anti; Antibodies; Antibody; Anticomplement Immunofluorescence; Autoantibodies; Autoantibody; California Encephalitis Virus; Cerebral spinal fluid; Cerebrospinal Fl; Dilution factor; Dilution Factor (Titer); FA; Fluorescent antibody; Fluoresent; ID; IFA; Immune fluorescence; Immune globulin M; Immunoflour; Immunofluor; Immunofluorescence; Immunoglobulin M; Infectious Disease; InfectiousDisease; Lacrosse virus; LACV; Microbiology; Neuro; Neurology; Point in time; QNT; Quan; Quant; Quantitative; Random; Spinal Fl; Spinal Fld; Spinal Flu; Spinal Fluid; Time Resolved Fluorescence; Titer; Titered; Titre; TRF; Ttr","Вірус La Crosse IgM IF (СМР) [Титр]"
"9566-1","Вірус Кору, Антитіла.IgG","Довільна Концентрація","МоментЧасу","Спинномозкова рідина","Кількісно","Імуноаналіз","Мікробіологія","Вірус Кору IgG СМР ІА-ДовКонц","Вірус Кору IgG Антитіла [Кількість/об'єм] у спинномозковій рідині методом імуноаналізу","ABS; Aby; Antby; Anti; Antibodies; Antibody; Arbitrary concentration; Autoantibodies; Autoantibody; Cerebral spinal fluid; Cerebrospinal Fl; EIA; ELFA; ELISA; Enzyme immunoassay; IAA; ID; Immune globulin G; Immunoglobulin G; Infectious Disease; InfectiousDisease; MEIA; MeV; Microbiology; Msls; Neuro; Neurology; Point in time; QNT; Quan; Quant; Quantitative; Random; Rubeola; Spinal Fl; Spinal Fld; Spinal Flu; Spinal Fluid; SUDS","Вірус Кору IgG ІА Кільк (СМР)"
"9334-4","Метанол","Масова Концентрація","МоментЧасу","Кров","Кількісно","","Наркотична токсикологія","Метанол Кров-МасКнц","Метанол [Маса/об'єм] в крові","Blood; DRUG/TOXICOLOGY; Drugs; Level; Mass concentration; MeOH; Methyl alcohol; Point in time; QNT; Quan; Quant; Quantitative; Random; WB; Whole blood","Метанол (Кров) [Маса/об'єм]"
"9425-0","Ацетон","Масова Концентрація","МоментЧасу","Кров","Кількісно","","Наркотична токсикологія","Ацетон Кров-МасКнц","Ацетон [Маса/об'єм] в крові","2-propanone; Blood; DRUG/TOXICOLOGY; Drugs; Ketone bodies; Level; Mass concentration; Me2CO; Point in time; QNT; Quan; Quant; Quantitative; Random; WB; Whole blood","Ацетон (Кров) [Маса/об'єм]"
"9434-2","Ізопропанол","Масова Концентрація","МоментЧасу","Сеча","Кількісно","","Наркотична токсикологія","Ізопропанол Сеча-МасКнц","Ізопропанол [Маса/об'єм] у сечі","2-propanol; c615; DRUG/TOXICOLOGY; Drugs; Isopropyl alcohol; Level; Mass concentration; Point in time; QNT; Quan; Quant; Quantitative; Random; UA; UR; Urn","Ізопропанол (Сеча) [Маса/об'єм]"
"9572-9","Парвовірус B19 ДНК","Наявність або Поріг","МоментЧасу","Сироватка","Порядково","Зонд-детекція. цільова аміпліфікація НК","Мікробіологія","Парвовірус B19 ДНК Свтк Пор Зонд-детек. ціль ампліф НК","Парвовірус B19 ДНК [Наявність] у сироватці методом Зонд-детекції. цільова аміпліфікація НК","3 Self-Sustaining Sequence Replication; 3SR SR; Amplif; Amplification; Amplified; B19 virus; B19V; Deoxyribonucleic acid; DNA NUCLEIC ACID PROBE; DNA probe; Fifth Disease; ID; Infectious Disease; InfectiousDisease; LAT; LCR; Ligase chain reaction; Ligation-activated transcription; Microbiology; NAA+probe; NAAT; NASBA; Nucleic acid sequence based analysis; Ordinal; Parvo; Parvo virus; Parvov; PCR; Point in time; Polymerase chain reaction; PR; Probe amp; Probe with ampification; Probe with target amplification; QBR; QL; Qual; Qualitative; Random; Screen; SDA; Serum; SR; Strand Displacement Amplification; TMA; Transcription mediated amplification","Парвовірус B19 ДНК Зонд-детек. ціль ампліф НК Пор (Свтк)"
"9426-8","Барбітурати","Масова Концентрація","МоментЧасу","Сеча","Кількісно","","Наркотична токсикологія","Барбітурати Сеча-МасКнц","Барбітурати [Маса/об'єм] у сечі","Addiction; Barb; Barbiturate; Barbs; DRUG/TOXICOLOGY; Drugs; Drugs of abuse; Illicit; Level; Mass concentration; Point in time; PotentialForAbuse; QNT; Quan; Quant; Quantitative; Random; UA; UniversalLabOrders; UR; Urn","Барбітурати (Сеча) [Маса/об'єм]"
"9451-6","Гексакарбоксилпорфірин","Масова Концентрація","МоментЧасу","Сироватка/Плазма","Кількісно","","Хімія","Гексакарбоксилпорфірин СвткПлаз-МасКнц","Гексакарбоксилпорфірин [Маса/об'єм] у сироватці чи плазмі","Chemistry; Hematology; Heme; Hexacarbox; Hexacarboxyl porphyrin; Hexacarboxylporphyrins; Hexacarboxyporphy; Hexacarboxyporphyrin; Hexa-CP; Hexaporphyrin; Level; Mass concentration; Pl; Plasma; Plsm; Point in time; QNT; Quan; Quant; Quantitative; Random; SerP; SerPl; SerPlas; Serum; Serum or plasma; SR","Гексакарбоксилпорфірин [Маса/об'єм]"
"9453-2","Гістидин","Молярна Концентрація","МоментЧасу","Спинномозкова рідина","Кількісно","","Хімія","Гістидин СМР-МолКнц","Гістидин [Молі/об'єм] у спинномозковій рідині","Cerebral spinal fluid; Cerebrospinal Fl; Chemistry; Formiminoglutamic Acidemia; His; Histidinemia; Level; Point in time; QNT; Quan; Quant; Quantitative; Random; Spinal Fl; Spinal Fld; Spinal Flu; Spinal Fluid; Substance concentration","Гістидин (СМР) [Молі/об'єм]"
"9571-1","Парвовірус B19 ДНК","Наявність або Поріг","МоментЧасу","ХХХ","Порядково","Зонд-детекція. цільова аміпліфікація НК","Мікробіологія","Парвовірус B19 ДНК Зр Пор Зонд-детек. ціль ампліф НК","Парвовірус B19 ДНК [Наявність] у Зразку методом Зонд-детекції. цільова аміпліфікація НК","3 Self-Sustaining Sequence Replication; 3SR SR; Amplif; Amplification; Amplified; B19 virus; B19V; Deoxyribonucleic acid; DNA NUCLEIC ACID PROBE; DNA probe; Fifth Disease; ID; Infectious Disease; InfectiousDisease; LAT; LCR; Ligase chain reaction; Ligation-activated transcription; Microbiology; Misc; Miscellaneous; NAA+probe; NAAT; NASBA; Nucleic acid sequence based analysis; Ordinal; Other; Parvo; Parvo virus; Parvov; PCR; Point in time; Polymerase chain reaction; PR; Probe amp; Probe with ampification; Probe with target amplification; QBR; QL; Qual; Qualitative; Random; Screen; SDA; Spec; Strand Displacement Amplification; TMA; To be specified in another part of the message; Transcription mediated amplification; Unspecified","Парвовірус B19 ДНК Зонд-детек. ціль ампліф НК Пор (Зразок)"
"85376-2","Нейтрофіли.стимульований PMA.DHR/Нейтрофіли.PMA стимульований.загальний","Чисельна Фракція","МоментЧасу","Кров","Кількісно","Проточна цитометрія (FC)","Гематологія/Підрахунок клітин","Нейтрофіли.стимульований PMA.DHR/Нейтрофіли.PMA стимульований.загальний ЧислФр Кров ПротЦитометр (FC)","Нейтрофіли.стимульований PMA.DHR/Нейтрофіли.PMA стимульований.загальний в крові методом Проточної цитометрії (FC)","Blood; Dynamic; FC; HEMATOLOGY/CELL COUNTS; Neut; Neut PMA; Neut PMA DHR; Neutr; Neutrophil oxidative bursts; Neutrophils; Number fraction; Percent; Phorbol myristate acetate stimulated; PMN; PNM; Point in time; QNT; Quan; Quant; Quantitative; Random; Tot; Totl; WB; Whole blood","Нейтрофіли.стимульований PMA.DHR/Нейтрофіли.PMA стимульований.загальний ПротЦитометр (FC) (Кров)"
"85479-4","Респіраторний синцитіальний вірус РНК","Наявність або Поріг","МоментЧасу","Респіраторний зразок.верхні дихальні шляхи","Порядково","Зонд-детекція. цільова аміпліфікація НК","Мікробіологія","Респіраторний синцитіальний вірус РНК РеспЗрВДП Пор Зонд-детек. ціль ампліф НК","Респіраторний синцитіальний вірус РНК [Наявність] у Респіраторному зразку верхніх дихальних шляхів методом Зонд-детекції. цільова аміпліфікація НК","3 Self-Sustaining Sequence Replication; 3SR SR; Amplif; Amplification; Amplified; DNA NUCLEIC ACID PROBE; DNA probe; HRSV; ID; Infectious Disease; InfectiousDisease; LAT; LCR; Ligase chain reaction; Ligation-activated transcription; Lung; Microbiology; NAA+probe; NAAT; NASBA; Nucleic acid sequence based analysis; Ordinal; PCR; Point in time; Polymerase chain reaction; PR; Probe amp; Probe with ampification; Probe with target amplification; Pulmonary; Pulmonology; QBR; QL; Qual; Qualitative; Random; Respiratory; Ribonucleic acid; RSV; Screen; SDA; Strand Displacement Amplification; TMA; Transcription mediated amplification; Up; Upper resp","Респіраторний синцитіальний вірус РНК Зонд-детек. ціль ампліф НК Пор (РеспЗрВДП)"
"85622-9","РНК вірусу Зіка","Наявність або Поріг","МоментЧасу","Сироватка/Плазма","Порядково","Зонд-детекція. цільова аміпліфікація НК","Мікробіологія","РНК вірусу Зіка СвткПлаз Пор Зонд-детек. ціль ампліф НК","РНК вірусу Зіка [Наявність] у сироватці чи плазмі методом Зонд-детекції. цільова аміпліфікація НК","3 Self-Sustaining Sequence Replication; 3SR SR; Amplif; Amplification; Amplified; DNA NUCLEIC ACID PROBE; DNA probe; ID; Infectious Disease; InfectiousDisease; LAT; LCR; Ligase chain reaction; Ligation-activated transcription; Microbiology; NAA+probe; NAAT; NASBA; Nucleic acid sequence based analysis; Ordinal; PCR; Pl; Plasma; Plsm; Point in time; Polymerase chain reaction; PR; Probe amp; Probe with ampification; Probe with target amplification; QBR; QL; Qual; Qualitative; Random; Ribonucleic acid; Screen; SDA; SerP; SerPl; SerPlas; Serum; Serum or plasma; SR; Strand Displacement Amplification; TMA; Transcription mediated amplification; ZIKV; ZIKV RNA","РНК вірусу Зіка Зонд-детек. ціль ампліф НК Пор"
"85954-6","Streptococcus pneumoniae Датський серотип 1 Антитіла.IgG","Масова Концентрація","МоментЧасу","Сироватка","Кількісно","","Мікробіологія","Streptococcus pneumoniae Датський серотип 1 IgG Свтк-МасКнц","Streptococcus pneumoniae Датський серотип 1 IgG Антитіла [Маса/об'єм] у сироватці","ABS; Aby; Antby; Anti; Antibodies; Antibody; Autoantibodies; Autoantibody; i; ID; Immune globulin G; Immunoglobulin G; Infectious Disease; InfectiousDisease; Level; Mass concentration; Microbiology; PCV13; Pneu; pneum; Pneumo; Pneumococ; Pneumococcal; Pneumococcal pneumonia; Pneumococcus; Pneumon; Pneumonia; Point in time; PPSV23; QNT; Quan; Quant; Quantitative; Random; S pneum Da 1; S pneum Da 1 Ab; S pneum Da 1 IgG; S pneum Da type; S pneumo; S pneumoniae; Serum; Spn; SR; Strep; Strept; U.S. serotype 1","Streptococcus pneumoniae Датський серотип 1 IgG (Свтк) [Маса/об'єм]"
