"LOINC_NUM","COMPONENT","PROPERTY","TIME_ASPCT","SYSTEM","SCALE_TYP","METHOD_TYP","CLASS","SHORTNAME","LONG_COMMON_NAME","RELATEDNAMES2","LinguisticVariantDisplayName"
"47074-0","PCNA rozpuszczalny jądrowy Ab","granica wykrywalności","punkt w czasie","surowica","półilościowy","immunofluorescencja","serologia niemikrobiologiczna","","","PCNA (antygen jądrowy proliferujących komórek) rozpuszczalny jądrowy Przeciwciała do PCNA rozpuszczalnego jądrowego Przeciwciała do rozpuszczalnego antygenu jądrowego Przeciwciała przeciwjądrowe",""
"47215-9","Lipoproteina.beta.subcząstki.średnie","długość zawarta w","punkt w czasie","surowica lub osocze","ilościowy","","badania biochemiczne - testy bez obciążenia","","","Lipoproteina beta Lipoproteina beta podfrakcja Lipoproteina beta średnia podfrakcja",""
"47304-1","Borrelia burgdorferi Ab.IgG indeks","stężenie w jednostkach umownych","punkt w czasie","surowica i płyn mózgowo-rdzeniowy","ilościowy","","MICRO","","","Borrelia burgdorferi IgG Indeks IgG Indeks przeciwciał IgG do Borrelia burgdorferi",""
"47313-2","Wirus grypy A Ab.IgG","stężenie w jednostkach umownych","punkt w czasie","surowica","ilościowy","metoda immunologiczna","MICRO","","","IgG Przeciwciała do wirusa grypy typ A Przeciwciała IgG do antygenu A Przeciwciała IgG do wirusa grypy typ A Wirus grypy Wirus grypy typ A",""
"47322-3","SCL-70 rozpuszczalny jądrowy Ab.IgG","stężenie w jednostkach umownych","punkt w czasie","surowica","ilościowy","metoda immunologiczna","serologia niemikrobiologiczna","","","IgG Przeciwciała do rozpuszczalnego antygenu jądrowego Przeciwciała IgG do jądra komórkowego Przeciwciała przeciwjądrowe SCL-70 rozpuszczalny jądrowy",""
"47399-1","Komórki.ZAP70+CD19 +/100 komórek","frakcja liczbowa","punkt w czasie","krew","ilościowy","","markery komórkowe","","","CD19 Komórki ZAP70 Komórki ZAP70+CD19 + Komórki ZAP70+CD19+/100 komórek",""
"47281-1","Leukocyty","stężenie liczbowe","punkt w czasie","krew pępowinowa","ilościowy","","morfologia krwi","","","koncentracja Leukocyty",""
"47315-7","Influenza wirus B Ab.IgM","stężenie w jednostkach umownych","punkt w czasie","surowica","ilościowy","metoda immunologiczna","MICRO","","","IgM Przeciwciała do antygenu B Przeciwciała do wirusa grypy typu B Przeciwciała IgM do antygenu B Przeciwciała IgM do wirusa grypy typu B Wirus grypy Wirus grypy typu B",""
"47412-2","Świnka wirus Ab","stężenie w jednostkach umownych","punkt w czasie","surowica","ilościowy","metoda immunologiczna","MICRO","","","Przeciwciała do wirusa świnki Świnka Wirus świnki",""
"47434-6","Wirus Epsteina Barr antygen wczesny rozproszony Ab","granica wykrywalności","punkt w czasie","surowica","półilościowy","","MICRO","","","Antygen wczesny wirusa Epsteina-Barr Przeciwciała do antygenu wczesnego rozproszonego wirusa Epsteina-Barr Wczesny antygen rozproszony wirusa Epsteina-Barr Wirus Epsteina-Barr",""
"47438-7","Adenowirus ptactwa 1 Ab","granica wykrywalności","punkt w czasie","surowica","półilościowy","","MICRO","","","Adenowirus Adenowirus ptactwa Przeciwciała do Adenowirusa ptactwa",""
"47430-4","Wirus cytomegalii Ab","granica wykrywalności","punkt w czasie","surowica lub osocze^dawca","półilościowy","","MICRO","","","Cytomegalowirus Przecwciała do cytomegalowirusa",""
"47437-9","Wirus Epsteina Barr antygen wczesny cytoplazmatyczny Ab","granica wykrywalności","punkt w czasie","surowica","półilościowy","","MICRO","","","Antygen wczesny wirusa Epsteina-Barr Przeciwciała do antygenu wczesnego cytoplazmatycznego wirusa Epsteina Barr Wczesny antygen cytoplazmatyczny wirusa Epsteina-Barr Wirus Epsteina-Barr",""
"47741-4","Fosforylaza nukleozydów purynowych","aktywność katalityczna zawarta w","punkt w czasie","leukocyty","ilościowy","","badania biochemiczne - testy bez obciążenia","","","",""
"47475-9","Wirus Powassan poliwalentny antygen E Ab","granica wykrywalności","punkt w czasie","XXX","półilościowy","","MICRO","","","Przeciwciała do poliwalentnego antygenu E wirusa Powasson",""
"48000-4","Chromosom","identyfikator","punkt w czasie","krew lub tkanka","cecha","genetyka molekularna","różne patologie molekularne","","","",""
"46108-7","Chromosom 18q delecja","wykrycie lub identyfikacja","punkt w czasie","krew lub tkanka","cecha","genetyka molekularna","patologia molekularna, delecje","","","Delecja długiego ramienia chromosomu 18 Ramię długie chromosomu 18",""
"46133-5","Komórki nabłonka","liczba w jednostce powierzchni","punkt w czasie","osad moczu","ilościowy","mikroskopia świetlna w małym powiększeniu","badanie moczu","","","",""
"46179-8","Chlamydophila sp Ab","granica wykrywalności","punkt w czasie","surowica","półilościowy","","MICRO","","","Chlamydophila sp. Przeciwciała do Chlamydophila sp.",""
"46225-9","ABCA3 gen analiza mutacji ukierunkowanych","wynik","punkt w czasie","krew lub tkanka","dokument","genetyka molekularna","patologia molekularna, mutacje","","","Gen ABCA3",""
"46233-3","Komórki.ZAP70/100 komórek","frakcja liczbowa","punkt w czasie","płyn ustrojowy","ilościowy","","markery komórkowe","","","Komórki ZAP70 Komórki ZAP70/100 komórek",""
"46238-2","Limfocyty.kappa/100 limfocytów","frakcja liczbowa","punkt w czasie","płyn ustrojowy","ilościowy","","markery komórkowe","","","Limfocyty Limfocyty kappa Limfocyty kappa/100 limfocytów",""
"46256-4","oksyKODON.wolny","granica wykrywalności","punkt w czasie","surowica lub osocze","półilościowy","metoda przesiewowa","toksykologia leków","","","",""
"46420-6","Leukocyty zlepy","liczba w jednostce powierzchni","punkt w czasie","osad moczu","ilościowy","mikroskopia świetlna w dużym powiększeniu","badanie moczu","","","Leukocyty zlepy",""
"4658-1","Kalikreina.typ tkankowy","stężenie w jednostkach umownych","punkt w czasie","osocze","ilościowy","","morfologia krwi","","","Kalikreina typu tkankowego",""
"46700-1","7-Dehydrocholesterol","stężenie molowe","punkt w czasie","płyn owodniowy","ilościowy","","badania biochemiczne - testy bez obciążenia","","","7-Dehydrocholesterol",""
"4684-7","Sulfhemoglobina","granica wykrywalności","punkt w czasie","krew","półilościowy","","badania biochemiczne - testy bez obciążenia","","","Sulfhemoglobina",""
"46967-6","Komórki.CD40","stężenie liczbowe","punkt w czasie","krew","ilościowy","","markery komórkowe","","","CD40 Komórki CD40 koncentracja",""
"46984-1","LDL 2","stężenie masowe","punkt w czasie","surowica lub osocze","ilościowy","","badania biochemiczne - testy bez obciążenia","","","LDL 2",""
"46985-8","LDL 3","stężenie masowe","punkt w czasie","surowica lub osocze","ilościowy","","badania biochemiczne - testy bez obciążenia","","","LDL 3",""
"47000-5","Candida sp rRNA","granica wykrywalności","punkt w czasie","wydzielina z pochwy","półilościowy","sonda","MICRO","","","Candida sp.",""
"47001-3","Brucella sp Ag","granica wykrywalności","punkt w czasie","XXX","półilościowy","aglutynacja","MICRO","","","Antygen Brucella sp. Brucella sp.",""
"47014-6","CD21 Ag","granica wykrywalności","punkt w czasie","tkanka i rozmazy","półilościowy","barwnik immunologiczny","markery komórkowe","","","Antygen CD21 barwnik immunologiczny CD21",""
"47052-6","Chlamydophila pneumoniae Ab","stężenie w jednostkach umownych","punkt w czasie","surowica","ilościowy","immunofluorescencja","MICRO","","","Chlamydia zapalenia płuc Przeciwciała do Chlamydophila pneumoniae",""
"47083-1","IgG","stężenie masowe","24 godziny","mocz","ilościowy","","badania biochemiczne - testy bez obciążenia","","","IgG",""
"47229-0","Wirus opryszczki pospolitej Ag","granica wykrywalności","punkt w czasie","płyn mózgowo-rdzeniowy","półilościowy","","MICRO","","","Antygen wirusa opryszczki pospolitej Wirus opryszczki pospolitej",""
"47289-4","IgG & Podklasy IgG panel","stężenie masowe","punkt w czasie","surowica","ilościowy","","panele badań biochemicznych","","","IgG Panel IgG i podklas IgG Panel podklas przeciwciał IgG",""
"47307-4","Wirus cytomegalii Ab.IgG indeks","stężenie w jednostkach umownych","punkt w czasie","surowica i płyn mózgowo-rdzeniowy","ilościowy","","MICRO","","","Cytomegalowirus IgG Indeks IgG Przecwciała do cytomegalowirusa Przecwciała IgG do cytomegalowirusa Przecwciała IgG do cytomegalowirusa indeks",""
"47314-0","Influenza wirus B Ab.IgG","stężenie w jednostkach umownych","punkt w czasie","surowica","ilościowy","metoda immunologiczna","MICRO","","","IgG Przeciwciała do antygenu B Przeciwciała do wirusa grypy typu B Przeciwciała IgG do antygenu B Przeciwciała IgG do wirusa grypy typu B Wirus grypy Wirus grypy typu B",""
"47359-5","HIV 1 RNA","granica wykrywalności","punkt w czasie","surowica lub osocze^dawca","półilościowy","sonda z amplifikacją","MICRO","","","Ludzki wirus niedoboru odporności typu 1",""
"47363-7","Wirus cytomegalii Ab","granica wykrywalności","punkt w czasie","surowica^dawca","półilościowy","hemaglutynacja","MICRO","","","Cytomegalowirus Przecwciała do cytomegalowirusa",""
"47443-7","Wirus grypy A Ab","granica wykrywalności","punkt w czasie","żółtko jajka","półilościowy","","MICRO","","","Przeciwciała do wirusa grypy typ A Wirus grypy Wirus grypy typ A",""
"47740-6","Fosforylaza nukleozydów purynowych","zawartość katalityczna","punkt w czasie","krwinki czerwone","ilościowy","","badania biochemiczne - testy bez obciążenia","","","",""
"47829-7","Arabitol/kreatynina","współczynnik molowy","punkt w czasie","mocz","ilościowy","","badania biochemiczne - testy bez obciążenia","","","Arabitol",""
"48048-3","Neutrofile","granica wykrywalności","punkt w czasie","nos","półilościowy","barwienie Wrighta","morfologia krwi","","","Neutrofile",""
"48050-9","Neutrofile","granica wykrywalności","punkt w czasie","kał","półilościowy","barwienie Wrighta","morfologia krwi","","","Neutrofile",""
"48056-6","Ludzki bocawirus Ag","granica wykrywalności","punkt w czasie","XXX","półilościowy","immunofluorescencja","MICRO","","","Antygen ludzkiego bocawirusa Ludzki bocawirus",""
"44898-5","Komórki nowotworu złośliwego/100 komórek","frakcja liczbowa","punkt w czasie","płyn otrzewnowy","ilościowy","zliczanie ręczne","morfologia krwi","","","Komórki nowotworowe/100 komórek Komórki nowotworu złośliwego",""
"44899-3","Komórki nowotworu złośliwego/100 komórek","frakcja liczbowa","punkt w czasie","mocz","ilościowy","zliczanie ręczne","morfologia krwi","","","Komórki nowotworowe/100 komórek Komórki nowotworu złośliwego",""
"44904-1","Komórki nowotworu złośliwego/100 komórek","frakcja liczbowa","punkt w czasie","płyn osierdziowy","ilościowy","","morfologia krwi","","","Komórki nowotworowe/100 komórek Komórki nowotworu złośliwego",""
"44977-7","Chlamydophila psittaci Ab.IgM","granica wykrywalności","punkt w czasie","surowica","półilościowy","","MICRO","","","Chlamydophila psittaci IgM Przeciwciała do Chlamydophila psittaci Przeciwciała IgM do Chlamydophila psittaci",""
"45118-7","Wirus pęcherzykowatego zapalenia jamy ustnej typ Indiana Ag","granica wykrywalności","punkt w czasie","XXX","półilościowy","test wiązania dopełniacza","MICRO","","","Antygen wirusa pęcherzykowatego zapelnia jamy ustnej typu Indiana",""
"45125-2","Wirus pęcherzykowatego zapalenia jamy ustnej typ Alagoas Ag","granica wykrywalności","punkt w czasie","XXX","półilościowy","test wiązania dopełniacza","MICRO","","","Antygen wirusa pęcherzykowatego zapelnia jamy ustnej typu Alagoas",""
"45142-7","Zespół Sjogrena-B rozpuszczalny jądrowy Ab","stężenie w jednostkach umownych","punkt w czasie","surowica","ilościowy","metoda immunologiczna","serologia niemikrobiologiczna","","","Przeciwciała do rozpuszczalnego antygenu jądrowego Przeciwciała przeciwjądrowe",""
"45150-0","Neutrofil Ab","stężenie w jednostkach umownych","punkt w czasie","surowica","ilościowy","metoda immunologiczna","serologia niemikrobiologiczna","","","Neutrofil Przeciwciała do neutrofili",""
"45151-8","Cytoplazmatyczny neutrofila Ab","stężenie w jednostkach umownych","punkt w czasie","surowica","ilościowy","metoda immunologiczna","serologia niemikrobiologiczna","","","Neutrofil Przeciwciała do cytoplazmy neutrofili",""
"45174-0","Opryszczka ciężarnych Ab panel","-","punkt w czasie","surowica","-","","panele serologiczne","","","Panel przeciwciał w opryszczce ciężarnych",""
"45182-3","HIV fenotyp","wrażliwość","punkt w czasie","izolat","cecha","fenotypowanie","wrażliwość na antybiotyki","","","Fenotyp ludzkiego wirusa niedoboru odporności wrażliwość (mikroorganizmów)",""
"45274-8","Heparyna drobnocząsteczkowa indukowane Ab do krwinek płytkowych","granica wykrywalności","punkt w czasie","surowica","półilościowy","","krzepnięcie","","","Ciężar Heparyna drobnocząsteczkowa Przeciwciała do płytek krwi Przeciwciała do płytek wyindukowane heparyną drobnocząsteczkową",""
"45277-1","Wirus limfocytarnego zapalenia splotu naczyniówkowego i opon mózgowo-rdzeniowych Ab.IgM","granica wykrywalności","punkt w czasie","płyn ustrojowy","półilościowy","","MICRO","","","IgM Przeciwciała do wirusa limfocytarnego zapalenia splotu naczyniówkowego i opon mózgowo-rdzeniowych Przeciwciała IgM do wirusa limfocytarnego zapalenia splotu naczyniówkowego i opon mózgowo-rdzeniowych",""
"45280-5","Echowirus 9 Ab","granica wykrywalności","punkt w czasie","płyn ustrojowy","półilościowy","","MICRO","","","Echowirus Echowirus typu 9 Przeciwciała do Echowirusa typu 9",""
"45289-6","Wirus Coxsackie B4 Ab","granica wykrywalności","punkt w czasie","płyn ustrojowy","półilościowy","","MICRO","","","Przeciwciała do wirusa Coxsackie B4 Wirus Coxsackie Wirus Coxsackie B4",""
"4534-4","Cjanmethemoglobina/hemoglobina całkowita","frakcja masowa","punkt w czasie","krew","ilościowy","","morfologia krwi","","","Cjanmethemoglobina Cyjanomethhemoglobina/Hemoglobina całkowita",""
"45364-7","Proliferacja limfocytu.Stymulacja mitogenem szkarłatki 1,0 ug","stężenie w jednostkach umownych","punkt w czasie","krew","ilościowy","","serologia niemikrobiologiczna","","","Limfocyt Proliferacja limfocytu Proliferacja limfocytu po stymulacji mitogenem szkarłatki 1,0 ug",""
"45366-2","Proliferacja limfocytu.Stymulacja fitohemaglutyniną 2,0 ug","wskaźnik liczbowy w jednostce czasu","punkt w czasie","krew","ilościowy","","serologia niemikrobiologiczna","","","Limfocyt Proliferacja limfocytu Proliferacja limfocytu po stymulacji fitohemaglutyniną 2,0 ug",""
"45390-2","Komórki nabłonka.płaskiego","liczba w jednostce powierzchni","punkt w czasie","osad moczu","ilościowy","mikroskopia świetlna w małym powiększeniu","badanie moczu","","","Komórki nabłonka płaskiego",""
"48160-6","HTLV I rgp21 Ab","granica wykrywalności","punkt w czasie","surowica","półilościowy","immunoblotting","MICRO","","","Antygen rgp21 wirusa ludzkiej białaczki z komórek T typ I Przeciwciała do rgp21 HTLV I Wirus ludzkiej białaczki z komórek T Wirus ludzkiej białaczki z komórek T typ I",""
"48163-0","Cytokeratyna 19","stężenie masowe","punkt w czasie","płyn ustrojowy","ilościowy","","badania biochemiczne - testy bez obciążenia","","","",""
"48298-4","Szarłat uwolnienie leukotrienu","stężenie masowe","punkt w czasie","leukocyty","ilościowy","","alergia","","","Szarłat Uwalnianie leukotrienów wyzwolone komosą pospolitą",""
"48302-4","Indygokarmin uwolnienie leukotrienu","stężenie masowe","punkt w czasie","leukocyty","ilościowy","","alergia","","","Indygokarmin Uwalnianie leukotrienów wyzwolone indygo karminem",""
"48310-7","Wirus grypy A","granica wykrywalności","punkt w czasie","XXX","półilościowy","hodowla specyficzna dla organizmu","MICRO","","","Wirus grypy Wirus grypy typ A",""
"48401-4","Wirus opryszczki pospolitej 2 glikoproteina G Ab.IgG","stężenie w jednostkach umownych","punkt w czasie","płyn mózgowo-rdzeniowy","ilościowy","","MICRO","","","Glikoproteina G wirusa opryszczki pospolitej typu 2 IgG Przeciwciała do antygenu G Przeciwciała do glikoproteiny G wirusa opryszczki pospolitej typu 2 Przeciwciała IgG do glikoproteiny G wirusa opryszczki pospolitej typu 2 Wirus opryszczki pospolitej Wirus opryszczki pospolitej typu 2",""
"46083-2","Influenza wirus B Ag","granica wykrywalności","punkt w czasie","nosogardziel","półilościowy","metoda immunologiczna","MICRO","","","Antygen B Antygen wirusa grypy typu B Wirus grypy Wirus grypy typu B",""
"46189-7","Parwowirus gęsi Ab","granica wykrywalności","punkt w czasie","surowica","półilościowy","","MICRO","","","Ludzki parwowirus Parwowirus gęsi Przeciwciała do parwowirusowa gęsiego",""
"46190-5","Wirus opryszczki pospolitej Ab","granica wykrywalności","punkt w czasie","płyn ustrojowy","półilościowy","","MICRO","","","Przeciwciała do wirusa opryszczki pospolitej Wirus opryszczki pospolitej",""
"46192-1","HTLV II Ab.IgG","granica wykrywalności","punkt w czasie","surowica","półilościowy","","MICRO","","","IgG Przeciwciała do HTLV II Przeciwciała IgG do HTLV 2 Wirus ludzkiej białaczki z komórek T Wirus ludzkiej białaczki z komórek T typ II",""
"46201-0","Adenowirus świń Ab","granica wykrywalności","punkt w czasie","surowica","półilościowy","","MICRO","","","Adenowirus Adenowirus p/c",""
"46202-8","Papuzi herpeswirus 1 Ab","granica wykrywalności","punkt w czasie","surowica","półilościowy","","MICRO","","","",""
"48072-3","Syntetyczny glikokortykoidowy lek","stężenie masowe","punkt w czasie","nieznana substancja","ilościowy","","toksykologia leków","","","Syntetyczny lek glikokortykoidowy",""
"48241-4","Aspergillus fumigatus uwolnienie leukotrienu","stężenie masowe","punkt w czasie","leukocyty","ilościowy","","alergia","","","Aspergillus fumigatus Uwalnianie leukotrienów wyzwolone Aspergillus fumigatus",""
"48344-6","Aktywowany czas krzepnięcia.indukowany kaolinem","czas","punkt w czasie","osocze ubogopłytkowe","ilościowy","test krzepnięcia","krzepnięcie","","","Aktywowany czas krzepnięcia indukowany kaolinem PPP",""
"48378-4","Łańcuchy lekkie immunoglobulin.kappa.wolne/wolne lekkie łańcuchy lambda immunoglobulin","współczynnik masowy","punkt w czasie","surowica","ilościowy","","badania biochemiczne - testy bez obciążenia","","","Łańcuchy immunoglobulin lekkie wolne kappa /Łańcuchy immunoglobulin lekkie lambda Łańcuchy immunoglobulin lekkie wolne kappa/ Łańcuchy immunoglobulin lekkie wolne lambda Łańcuchy lekkie immunoglobulin Łańcuchy lekkie kappa immunoglobuliny Łańcuchy lekkie lambda immunoglobuliny Łańcuchy lekkie wolne kappa Łańcuchy lekkie wolne lambda",""
"48405-5","Neuronalny jadrowy Ab.IgG","granica wykrywalności","punkt w czasie","surowica","półilościowy","immunofluorescencja","serologia niemikrobiologiczna","","","IgG Przeciwciała do antygenów jądrowych neuronów Przeciwciała IgG do antygenów jądrowych neuronów Przeciwciała IgG do jądra komórkowego Przeciwciała onkoneuronalne Przeciwciała przeciwjądrowe",""
"48410-5","Yersinia sp Ab.IgM","granica wykrywalności","punkt w czasie","surowica","półilościowy","immunoblotting","MICRO","","","IgM Przeciwciała do Yersinia sp. Przeciwciała IgM do Yersinia sp. Yersinia sp.",""
"46232-5","Komórki.ZAP70/100 komórek","frakcja liczbowa","punkt w czasie","XXX","ilościowy","","markery komórkowe","","","Komórki ZAP70 Komórki ZAP70/100 komórek",""
"46235-8","Komórki.ZAP70/100 komórek","frakcja liczbowa","punkt w czasie","krew","ilościowy","","markery komórkowe","","","Komórki ZAP70 Komórki ZAP70/100 komórek",""
"46260-6","HYDROmorfon.wolny","granica wykrywalności","punkt w czasie","surowica lub osocze","półilościowy","metoda przesiewowa","toksykologia leków","","","",""
"46261-4","HYDROkodon.wolny","granica wykrywalności","punkt w czasie","surowica lub osocze","półilościowy","","toksykologia leków","","","",""
"46702-7","Leukocyty","liczba w jednostce powierzchni","punkt w czasie","osad moczu","ilościowy","automatyczne liczenie","badanie moczu","","","Leukocyty",""
"46715-9","Limfocyty B próba krzyżowa","granica wykrywalności","punkt w czasie","krew","półilościowy","","bank krwi","","","Próba krzyżowa z pulą limfocytów B",""
"4685-4","Sulfhemoglobina/hemoglobina całkowita","frakcja masowa","punkt w czasie","krew","ilościowy","","badania biochemiczne - testy bez obciążenia","","","Sulfhemoglobina Sulfhemoglobina/Hemoglobina całkowita",""
"46968-4","Komórki.CD122","stężenie liczbowe","punkt w czasie","krew","ilościowy","","markery komórkowe","","","CD122 Komórki CD122 koncentracja",""
"47013-8","CD1a Ag","granica wykrywalności","punkt w czasie","tkanka i rozmazy","półilościowy","barwnik immunologiczny","markery komórkowe","","","Antygen CD1a barwnik immunologiczny CD1a",""
"47015-3","CD31 Ag","granica wykrywalności","punkt w czasie","tkanka i rozmazy","półilościowy","barwnik immunologiczny","markery komórkowe","","","Antygen CD31 barwnik immunologiczny CD31",""
"47017-9","CD68 Ag","granica wykrywalności","punkt w czasie","tkanka i rozmazy","półilościowy","barwnik immunologiczny","markery komórkowe","","","Antygen CD68 barwnik immunologiczny CD68",""
"48772-8","Łańcuchy lekkie immunoglobuliny.lambda","stężenie masowe","punkt w czasie","płyn mózgowo-rdzeniowy","ilościowy","","badania biochemiczne - testy bez obciążenia","","","Łańcuchy lekkie immunoglobulin Łańcuchy lekkie lambda immunoglobuliny",""
"48774-4","Łańcuchy lekkie immunoglobulin.kappa.wolne","stężenie masowe","punkt w czasie","płyn mózgowo-rdzeniowy","ilościowy","","badania biochemiczne - testy bez obciążenia","","","Łańcuchy lekkie immunoglobulin Łańcuchy lekkie kappa immunoglobuliny Łańcuchy lekkie wolne kappa",""
"48776-9","Łańcuchy lekkie immunoglobulin.kappa.wolne/wolne lekkie łańcuchy lambda immunoglobulin","współczynnik masowy","punkt w czasie","płyn mózgowo-rdzeniowy","ilościowy","","badania biochemiczne - testy bez obciążenia","","","Łańcuchy immunoglobulin lekkie wolne kappa /Łańcuchy immunoglobulin lekkie lambda Łańcuchy immunoglobulin lekkie wolne kappa/ Łańcuchy immunoglobulin lekkie wolne lambda Łańcuchy lekkie immunoglobulin Łańcuchy lekkie kappa immunoglobuliny Łańcuchy lekkie lambda immunoglobuliny Łańcuchy lekkie wolne kappa Łańcuchy lekkie wolne lambda",""
"48997-1","Kompleks immunologiczny.IgG","stężenie masowe","punkt w czasie","płyn ustrojowy","ilościowy","test wiązania C1q","serologia niemikrobiologiczna","","","IgG Kompleks immunologiczny IgG",""
"48667-0","IgM.syntetyzowane wewnątrzoponowo","stężenie masowe","punkt w czasie","surowica i płyn mózgowo-rdzeniowy","ilościowy","","badania biochemiczne - testy bez obciążenia","","","IgM IgM syntetyzowane wewnątrzoponowo",""
"48714-0","Leishmania tropica Ab.IgM","stężenie w jednostkach umownych","punkt w czasie","surowica","ilościowy","immunofluorescencja","MICRO","","","IgM Leishmania tropica Przeciwciała do Leishmania tropica Przeciwciała IgM do Leishmania tropica",""
"48715-7","Leishmania tropica Ab.IgG","stężenie w jednostkach umownych","punkt w czasie","surowica","ilościowy","immunofluorescencja","MICRO","","","IgG Leishmania tropica Przeciwciała do Leishmania tropica Przeciwciała IgG do Leishmania tropica",""
"48716-5","La Crosse wirus Ab.IgG","stężenie w jednostkach umownych","punkt w czasie","surowica","ilościowy","metoda immunologiczna","MICRO","","","IgG Przeciwciała do wirusa La Crosse Przeciwciała IgG do wirusa La Crosse Wirus La Crosse",""
"48723-1","Wirus Epsteina Barr Ab","granica wykrywalności","punkt w czasie","surowica","półilościowy","immunofluorescencja","MICRO","","","Przeciwciała do wirusa Epsteina-Barr Wirus Epsteina-Barr",""
"48777-7","Łańcuchy lekkie immunoglobulin.kappa.wolne/albumina","współczynnik względny","punkt w czasie","surowica i płyn mózgowo-rdzeniowy","ilościowy","","badania biochemiczne - testy bez obciążenia","","","Łańcuchy immunoglobulin lekkie wolne kappa /Albumina Łańcuchy lekkie immunoglobulin Łańcuchy lekkie kappa immunoglobuliny Łańcuchy lekkie wolne kappa",""
"47290-2","IgG podklasy panel","stężenie masowe","punkt w czasie","surowica","ilościowy","","panele badań biochemicznych","","","IgG Panel podklas przeciwciał IgG",""
"47306-6","Oligometryczne białko macierzy chrząstki","stężenie w jednostkach umownych","punkt w czasie","surowica","ilościowy","metoda immunologiczna","serologia niemikrobiologiczna","","","Oligometryczne białko macierzy chrząstki",""
"47312-4","Wirus grypy A Ab.IgM","stężenie w jednostkach umownych","punkt w czasie","surowica","ilościowy","metoda immunologiczna","MICRO","","","IgM Przeciwciała do wirusa grypy typ A Przeciwciała IgM do antygenu A Przeciwciała IgM do wirusa grypy typ A Wirus grypy Wirus grypy typ A",""
"47383-5","Jądrowy Ab","granica wykrywalności","punkt w czasie","surowica","półilościowy","metoda immunologiczna","serologia niemikrobiologiczna","","","Przeciwciała przeciwjądrowe",""
"48034-3","Leukocyty^^skorygowany wg erytrocytów jądrzastych","stężenie liczbowe","punkt w czasie","płyn mózgowo-rdzeniowy","ilościowy","","morfologia krwi","","","koncentracja Leukocyty Leukocyty, skorygowane ze względu na obecność NRBC",""
"48049-1","Eozynofile","granica wykrywalności","punkt w czasie","kał","półilościowy","barwienie Wrighta","morfologia krwi","","","Eozynofile",""
"48052-5","Leukocyty^^skorygowany wg erytrocytów jądrzastych","stężenie liczbowe","punkt w czasie","płyn ustrojowy","ilościowy","","morfologia krwi","","","koncentracja Leukocyty Leukocyty, skorygowane ze względu na obecność NRBC",""
"48057-4","Ludzki bocawirus Ab.IgG","granica wykrywalności","punkt w czasie","XXX","półilościowy","metoda immunologiczna","MICRO","","","IgG Ludzki bocawirus Przeciwciała do ludzkiego bocawirusa Przeciwciała IgG do ludzkiefo bocawirusa",""
"48147-3","Oligosacharydy/kreatynina","współczynnik molowy","punkt w czasie","mocz","ilościowy","","badania biochemiczne - testy bez obciążenia","","","Oligosacharydy Oligosacharydy/Kreatynina",""
"48345-3","HIV 1+O+2 Ab","granica wykrywalności","punkt w czasie","surowica lub osocze","półilościowy","","MICRO","","","Ludzki wirus niedoboru odporności typu 1 Ludzki wirus niedoboru odporności typu 1+O+2 Przeciwciała do HIV 1, O, 2",""
"48346-1","HIV 1+O+2 Ab","stężenie w jednostkach umownych","punkt w czasie","surowica lub osocze","ilościowy","","MICRO","","","Ludzki wirus niedoboru odporności typu 1 Ludzki wirus niedoboru odporności typu 1+O+2 Przeciwciała do HIV 1, O, 2",""
"48399-0","Wirus opryszczki pospolitej 1 glikoproteina G Ab.IgG","stężenie w jednostkach umownych","punkt w czasie","płyn mózgowo-rdzeniowy","ilościowy","","MICRO","","","Glikoproteina G wirusa opryszczki pospolitej typu 1 IgG Przeciwciała do antygenu G Przeciwciała do glikoproteiny G wirusa opryszczki pospolitej typu 1 Przeciwciała IgG do glikoproteiny G wirusa opryszczki pospolitej typu 1 Wirus opryszczki pospolitej Wirus opryszczki pospolitej typu 1",""
"49024-3","Metoda różnicowego zliczania komórek","typ","punkt w czasie","krew","cecha","","morfologia krwi","","","Metoda różnicowego zliczania komórek",""
"49026-8","LDL 6","stężenie masowe","punkt w czasie","surowica lub osocze","ilościowy","","badania biochemiczne - testy bez obciążenia","","","LDL 6",""
"49034-2","Mikroorganizm zidentyfikowany","wykrycie lub identyfikacja","punkt w czasie","wydzieliny z szyjki macicy lub pochwy","cecha","barwienie Cyto","cytologia","","","Mikroorganizm wykryty",""
"49052-4","Wiek ciążowy (dni)","czas","punkt w czasie","^płód","ilościowy","","OB.US","","","Wiek ciążowy (dni)",""
"48796-7","Badanie FibroSURE dla zapalenia wątroby typu C","-","punkt w czasie","surowica lub osocze","-","","panele badań biochemicznych","","","",""
"49037-5","Syncytialny wirus oddechowy Ab.IgG & IgM panel","stężenie w jednostkach umownych","punkt w czasie","surowica","ilościowy","","panele mikrobiologiczne","","","IgG IgM Przeciwciała do syncytialnego wirusa oddechowego Przeciwciała IgG do syncytialnego wirusa oddechowego Przeciwciała IgG i IgM do syncytialnego wirusa oddechowego panel Wirus syncytialny nabłonka oddechowego",""
"49050-8","Obserwacja mikroskopowa","wykrycie lub identyfikacja","punkt w czasie","wymaz szczoteczkowy z szyjki macicy","cecha","barwienie Cyto","cytologia","","","",""
