"RecType","LOINC_NUM","COMPONENT","PROPERTY","TIME_ASPCT","SYSTEM","SCALE_TYP","METHOD_TYP","CLASS"
"CHANGED","94366-2","Streptococcus pyogenes DNA","PrThr","Pt","Respiratory system specimen.lower","Ord","Probe.amp.tar","MICRO"
"BEFORE","94367-0","Streptococcus pneumoniae DNA","PrThr","Pt","Respiratory.lower","Ord","Probe.amp.tar","MICRO"
"CHANGED","94367-0","Streptococcus pneumoniae DNA","PrThr","Pt","Respiratory system specimen.lower","Ord","Probe.amp.tar","MICRO"
"BEFORE","94368-8","Streptococcus agalactiae DNA","PrThr","Pt","Respiratory.lower","Ord","Probe.amp.tar","MICRO"
"CHANGED","94368-8","Streptococcus agalactiae DNA","PrThr","Pt","Respiratory system specimen.lower","Ord","Probe.amp.tar","MICRO"
"BEFORE","94369-6","Staphylococcus aureus DNA","PrThr","Pt","Respiratory.lower","Ord","Probe.amp.tar","MICRO"
"CHANGED","94369-6","Staphylococcus aureus DNA","PrThr","Pt","Respiratory system specimen.lower","Ord","Probe.amp.tar","MICRO"
"BEFORE","94370-4","Serratia marcescens DNA","PrThr","Pt","Respiratory.lower","Ord","Probe.amp.tar","MICRO"
"CHANGED","94370-4","Serratia marcescens DNA","PrThr","Pt","Respiratory system specimen.lower","Ord","Probe.amp.tar","MICRO"
"BEFORE","94371-2","Pseudomonas aeruginosa DNA","PrThr","Pt","Respiratory.lower","Ord","Probe.amp.tar","MICRO"
"CHANGED","94371-2","Pseudomonas aeruginosa DNA","PrThr","Pt","Respiratory system specimen.lower","Ord","Probe.amp.tar","MICRO"
"BEFORE","94372-0","Proteus sp DNA","PrThr","Pt","Respiratory.lower","Ord","Probe.amp.tar","MICRO"
"CHANGED","94372-0","Proteus sp DNA","PrThr","Pt","Respiratory system specimen.lower","Ord","Probe.amp.tar","MICRO"
"BEFORE","94373-8","Moraxella catarrhalis DNA","PrThr","Pt","Respiratory.lower","Ord","Probe.amp.tar","MICRO"
"CHANGED","94373-8","Moraxella catarrhalis DNA","PrThr","Pt","Respiratory system specimen.lower","Ord","Probe.amp.tar","MICRO"
"BEFORE","94374-6","Klebsiella pneumoniae DNA","PrThr","Pt","Respiratory.lower","Ord","Probe.amp.tar","MICRO"
"CHANGED","94374-6","Klebsiella pneumoniae DNA","PrThr","Pt","Respiratory system specimen.lower","Ord","Probe.amp.tar","MICRO"
"BEFORE","94375-3","Klebsiella oxytoca DNA","PrThr","Pt","Respiratory.lower","Ord","Probe.amp.tar","MICRO"
"CHANGED","94375-3","Klebsiella oxytoca DNA","PrThr","Pt","Respiratory system specimen.lower","Ord","Probe.amp.tar","MICRO"
"BEFORE","94376-1","Klebsiella aerogenes DNA","PrThr","Pt","Respiratory.lower","Ord","Probe.amp.tar","MICRO"
"CHANGED","94376-1","Klebsiella aerogenes DNA","PrThr","Pt","Respiratory system specimen.lower","Ord","Probe.amp.tar","MICRO"
"BEFORE","94377-9","Haemophilus influenzae DNA","PrThr","Pt","Respiratory.lower","Ord","Probe.amp.tar","MICRO"
"CHANGED","94377-9","Haemophilus influenzae DNA","PrThr","Pt","Respiratory system specimen.lower","Ord","Probe.amp.tar","MICRO"
"BEFORE","94378-7","Escherichia coli DNA","PrThr","Pt","Respiratory.lower","Ord","Probe.amp.tar","MICRO"
"CHANGED","94378-7","Escherichia coli DNA","PrThr","Pt","Respiratory system specimen.lower","Ord","Probe.amp.tar","MICRO"
"BEFORE","94379-5","Enterobacter cloacae complex DNA","PrThr","Pt","Respiratory.lower","Ord","Probe.amp.tar","MICRO"
"CHANGED","94379-5","Enterobacter cloacae complex DNA","PrThr","Pt","Respiratory system specimen.lower","Ord","Probe.amp.tar","MICRO"
"BEFORE","94380-3","Acinetobacter baumannii DNA","PrThr","Pt","Respiratory.lower","Ord","Probe.amp.tar","MICRO"
"CHANGED","94380-3","Acinetobacter baumannii DNA","PrThr","Pt","Respiratory system specimen.lower","Ord","Probe.amp.tar","MICRO"
"BEFORE","94391-0","Respiratory viral pathogens DNA & RNA panel","-","Pt","Respiratory.lower","-","Probe.amp.tar","PANEL.MICRO"
"CHANGED","94391-0","Respiratory viral pathogens DNA & RNA panel","-","Pt","Respiratory system specimen.lower","-","Probe.amp.tar","PANEL.MICRO"
"BEFORE","94392-8","Bordetella pertussis+parapertussis+bronchiseptica gidA gene","PrThr","Pt","Respiratory.lower","Ord","Probe.amp.tar","MICRO"
"CHANGED","94392-8","Bordetella pertussis+parapertussis+bronchiseptica gidA gene","PrThr","Pt","Respiratory system specimen.lower","Ord","Probe.amp.tar","MICRO"
"BEFORE","94393-6","Respiratory pathogens DNA & RNA panel","-","Pt","Respiratory.lower","-","Probe.amp.tar","PANEL.MICRO"
"CHANGED","94393-6","Respiratory pathogens DNA & RNA panel","-","Pt","Respiratory system specimen.lower","-","Probe.amp.tar","PANEL.MICRO"
"BEFORE","94394-4","Influenza virus A H3 RNA","PrThr","Pt","Respiratory.lower","Ord","Probe.amp.tar","MICRO"
"CHANGED","94394-4","Influenza virus A H3 RNA","PrThr","Pt","Respiratory system specimen.lower","Ord","Probe.amp.tar","MICRO"
"BEFORE","94395-1","Influenza virus A H1 2009 pandemic RNA","PrThr","Pt","Respiratory.lower","Ord","Probe.amp.tar","MICRO"
"CHANGED","94395-1","Influenza virus A H1 2009 pandemic RNA","PrThr","Pt","Respiratory system specimen.lower","Ord","Probe.amp.tar","MICRO"
"BEFORE","94396-9","Influenza virus A H1 RNA","PrThr","Pt","Respiratory.lower","Ord","Probe.amp.tar","MICRO"
"CHANGED","94396-9","Influenza virus A H1 RNA","PrThr","Pt","Respiratory system specimen.lower","Ord","Probe.amp.tar","MICRO"
"BEFORE","94478-5","Bordetella pertussis.pertussis toxin promoter region","PrThr","Pt","Respiratory.lower","Ord","Non-probe.amp.tar","MICRO"
"CHANGED","94478-5","Bordetella pertussis.pertussis toxin promoter region","PrThr","Pt","Respiratory system specimen.lower","Ord","Non-probe.amp.tar","MICRO"
"BEFORE","94479-3","Human coronavirus 229E RNA","PrThr","Pt","Respiratory.lower","Ord","Non-probe.amp.tar","MICRO"
"CHANGED","94479-3","Human coronavirus 229E RNA","PrThr","Pt","Respiratory system specimen.lower","Ord","Non-probe.amp.tar","MICRO"
"BEFORE","94480-1","Human coronavirus HKU1 RNA","PrThr","Pt","Respiratory.lower","Ord","Non-probe.amp.tar","MICRO"
"CHANGED","94480-1","Human coronavirus HKU1 RNA","PrThr","Pt","Respiratory system specimen.lower","Ord","Non-probe.amp.tar","MICRO"
"BEFORE","94481-9","Human coronavirus NL63 RNA","PrThr","Pt","Respiratory.lower","Ord","Non-probe.amp.tar","MICRO"
"CHANGED","94481-9","Human coronavirus NL63 RNA","PrThr","Pt","Respiratory system specimen.lower","Ord","Non-probe.amp.tar","MICRO"
"BEFORE","94482-7","Human coronavirus OC43 RNA","PrThr","Pt","Respiratory.lower","Ord","Non-probe.amp.tar","MICRO"
"CHANGED","94482-7","Human coronavirus OC43 RNA","PrThr","Pt","Respiratory system specimen.lower","Ord","Non-probe.amp.tar","MICRO"
"BEFORE","94483-5","Parainfluenza virus 1 RNA","PrThr","Pt","Respiratory.lower","Ord","Non-probe.amp.tar","MICRO"
"CHANGED","94483-5","Parainfluenza virus 1 RNA","PrThr","Pt","Respiratory system specimen.lower","Ord","Non-probe.amp.tar","MICRO"
"BEFORE","94484-3","Parainfluenza virus 2 RNA","PrThr","Pt","Respiratory.lower","Ord","Non-probe.amp.tar","MICRO"
"CHANGED","94484-3","Parainfluenza virus 2 RNA","PrThr","Pt","Respiratory system specimen.lower","Ord","Non-probe.amp.tar","MICRO"
"BEFORE","94485-0","Parainfluenza virus 3 RNA","PrThr","Pt","Respiratory.lower","Ord","Non-probe.amp.tar","MICRO"
"CHANGED","94485-0","Parainfluenza virus 3 RNA","PrThr","Pt","Respiratory system specimen.lower","Ord","Non-probe.amp.tar","MICRO"
"BEFORE","94486-8","Parainfluenza virus 4 RNA","PrThr","Pt","Respiratory.lower","Ord","Non-probe.amp.tar","MICRO"
"CHANGED","94486-8","Parainfluenza virus 4 RNA","PrThr","Pt","Respiratory system specimen.lower","Ord","Non-probe.amp.tar","MICRO"
"BEFORE","94876-0","Self-care priorities for the next 6Mo","Find","Pt","^Patient","Nar","CMS Assessment","SURVEY.CMS"
"CHANGED","94876-0","Self-care priorities for the next 6Mo","Find","RptPeriod","^Patient","Nar","CMS Assessment","SURVEY.CMS"
"BEFORE","94877-8","Mobility priorities for the next 6Mo","Find","Pt","^Patient","Nar","CMS Assessment","SURVEY.CMS"
"CHANGED","94877-8","Mobility priorities for the next 6Mo","Find","RptPeriod","^Patient","Nar","CMS Assessment","SURVEY.CMS"
"BEFORE","94878-6","Instrumental activities of daily living priorities for the next 6Mo","Find","Pt","^Patient","Nar","CMS Assessment","SURVEY.CMS"
"CHANGED","94878-6","Instrumental activities of daily living priorities for the next 6Mo","Find","RptPeriod","^Patient","Nar","CMS Assessment","SURVEY.CMS"
"BEFORE","94879-4","Need for and availability of a cane &or crutch","Find","Pt","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"CHANGED","94879-4","Need for and availability of a cane &or crutch","Find","RptPeriod","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"BEFORE","94880-2","Need for and availability of a walker","Find","Pt","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"CHANGED","94880-2","Need for and availability of a walker","Find","RptPeriod","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"BEFORE","94881-0","Need for and availability of a standard folding walker","Find","Pt","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"CHANGED","94881-0","Need for and availability of a standard folding walker","Find","RptPeriod","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"BEFORE","94882-8","Need for and availability of a walker with seat","Find","Pt","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"CHANGED","94882-8","Need for and availability of a walker with seat","Find","RptPeriod","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"BEFORE","94883-6","Need for and availability of a walker with wheels","Find","Pt","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"CHANGED","94883-6","Need for and availability of a walker with wheels","Find","RptPeriod","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"BEFORE","94884-4","Need for and availability of a wheelchair","Find","Pt","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"CHANGED","94884-4","Need for and availability of a wheelchair","Find","RptPeriod","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"BEFORE","94885-1","Need for and availability of a manual wheelchair","Find","Pt","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"CHANGED","94885-1","Need for and availability of a manual wheelchair","Find","RptPeriod","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"BEFORE","94886-9","Need for and availability of a motorized wheelchair &or scooter","Find","Pt","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"CHANGED","94886-9","Need for and availability of a motorized wheelchair &or scooter","Find","RptPeriod","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"BEFORE","94887-7","Need for and availability of a limb prosthesis","Find","Pt","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"CHANGED","94887-7","Need for and availability of a limb prosthesis","Find","RptPeriod","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"BEFORE","94888-5","Need for and availability of a specialized seating pad","Find","Pt","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"CHANGED","94888-5","Need for and availability of a specialized seating pad","Find","RptPeriod","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"BEFORE","94889-3","Need for and availability of a mechanical lift","Find","Pt","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"CHANGED","94889-3","Need for and availability of a mechanical lift","Find","RptPeriod","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"BEFORE","94890-1","Need for and availability of a reacher &or grabber","Find","Pt","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"CHANGED","94890-1","Need for and availability of a reacher &or grabber","Find","RptPeriod","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"BEFORE","94891-9","Need for and availability of a sock aid","Find","Pt","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"CHANGED","94891-9","Need for and availability of a sock aid","Find","RptPeriod","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"BEFORE","94892-7","Need for and availability of an orthotic &or brace","Find","Pt","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"CHANGED","94892-7","Need for and availability of an orthotic &or brace","Find","RptPeriod","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"BEFORE","94893-5","Need for and availability of a bed rail","Find","Pt","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"CHANGED","94893-5","Need for and availability of a bed rail","Find","RptPeriod","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"BEFORE","94894-3","Need for and availability of an electronic bed","Find","Pt","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"CHANGED","94894-3","Need for and availability of an electronic bed","Find","RptPeriod","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"BEFORE","94895-0","Need for and availability of grab bars","Find","Pt","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"CHANGED","94895-0","Need for and availability of grab bars","Find","RptPeriod","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"BEFORE","94896-8","Need for and availability of a transfer board","Find","Pt","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"CHANGED","94896-8","Need for and availability of a transfer board","Find","RptPeriod","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"BEFORE","94897-6","Need for and availability of a shower &or commode chair","Find","Pt","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"CHANGED","94897-6","Need for and availability of a shower &or commode chair","Find","RptPeriod","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"BEFORE","94898-4","Need for and availability of a walk or wheel-in shower","Find","Pt","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"CHANGED","94898-4","Need for and availability of a walk or wheel-in shower","Find","RptPeriod","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"BEFORE","94899-2","Need for and availability of glasses or contact lenses","Find","Pt","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"CHANGED","94899-2","Need for and availability of glasses or contact lenses","Find","RptPeriod","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"BEFORE","94900-8","Need for and availability of a hearing aid","Find","Pt","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"CHANGED","94900-8","Need for and availability of a hearing aid","Find","RptPeriod","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"BEFORE","94901-6","Need for and availability of a communication device","Find","Pt","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"CHANGED","94901-6","Need for and availability of a communication device","Find","RptPeriod","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"BEFORE","94902-4","Need for and availability of stair rails","Find","Pt","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"CHANGED","94902-4","Need for and availability of stair rails","Find","RptPeriod","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"BEFORE","94903-2","Need for and availability of a lift chair","Find","Pt","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"CHANGED","94903-2","Need for and availability of a lift chair","Find","RptPeriod","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"BEFORE","94904-0","Need for and availability of ramps","Find","Pt","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"CHANGED","94904-0","Need for and availability of ramps","Find","RptPeriod","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"BEFORE","94905-7","Need for and availability of a raised toilet seat","Find","Pt","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"CHANGED","94905-7","Need for and availability of a raised toilet seat","Find","RptPeriod","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"BEFORE","94906-5","Need for and availability of a glucometer","Find","Pt","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"CHANGED","94906-5","Need for and availability of a glucometer","Find","RptPeriod","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"BEFORE","94907-3","Need for and availability of Continuous Positive Airway Pressure device","Find","Pt","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"CHANGED","94907-3","Need for and availability of Continuous Positive Airway Pressure device","Find","RptPeriod","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"BEFORE","94908-1","Need for and availability of an oxygen concentrator","Find","Pt","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"CHANGED","94908-1","Need for and availability of an oxygen concentrator","Find","RptPeriod","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"BEFORE","94909-9","Assistive devices needed","Find","Pt","^Patient","Nom","CMS Assessment","SURVEY.CMS"
"CHANGED","94909-9","Assistive devices needed","Find","RptPeriod","^Patient","Nom","CMS Assessment","SURVEY.CMS"
"BEFORE","94910-7","Need for and availability of other assistive devices","Find","Pt","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"CHANGED","94910-7","Need for and availability of other assistive devices","Find","RptPeriod","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"BEFORE","94911-5","Living arrangement priorities for the next 6Mo","Find","Pt","^Patient","Nar","CMS Assessment","SURVEY.CMS"
"CHANGED","94911-5","Living arrangement priorities for the next 6Mo","Find","RptPeriod","^Patient","Nar","CMS Assessment","SURVEY.CMS"
"BEFORE","94912-3","Availability of caregiver assistance","Find","Pt","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"CHANGED","94912-3","Availability of caregiver assistance","Find","RptPeriod","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"BEFORE","94931-3","Caregiving priorities for the next 6Mo","Find","Pt","^Patient","Nar","CMS Assessment","SURVEY.CMS"
"CHANGED","94931-3","Caregiving priorities for the next 6Mo","Find","RptPeriod","^Patient","Nar","CMS Assessment","SURVEY.CMS"
"BEFORE","94932-1","Does the patient walk","Find","Pt","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"CHANGED","94932-1","Does the patient walk","Find","RptPeriod","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"BEFORE","95021-2","Manual wheelchair use","Find","Pt","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"CHANGED","95021-2","Manual wheelchair use","Find","RptPeriod","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"BEFORE","95022-0","Motorized wheelchair &or scooter use","Find","Pt","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"CHANGED","95022-0","Motorized wheelchair &or scooter use","Find","RptPeriod","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"BEFORE","95031-1","FASI v1.0 - Assistive Devices for Everyday Activities","-","Pt","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"CHANGED","95031-1","FASI v1.0 - Assistive Devices for Everyday Activities","-","RptPeriod","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"BEFORE","95034-5","FASI v1.0 - Availability of Assistance","-","Pt","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"CHANGED","95034-5","FASI v1.0 - Availability of Assistance","-","RptPeriod","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"BEFORE","95035-2","FASI v1.0 - Availability of Paid and Unpaid Assistance","-","Pt","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"CHANGED","95035-2","FASI v1.0 - Availability of Paid and Unpaid Assistance","-","RptPeriod","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"BEFORE","95036-0","FASI v1.0 - Availability of Paid Assistance","-","Pt","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"CHANGED","95036-0","FASI v1.0 - Availability of Paid Assistance","-","RptPeriod","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"BEFORE","95037-8","FASI v1.0 - Availability of Unpaid Assistance","-","Pt","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"CHANGED","95037-8","FASI v1.0 - Availability of Unpaid Assistance","-","RptPeriod","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"BEFORE","95232-5","Albumin","PrThr","Pt","Urine","SemiQn","Detection limit <= 20 mg/L test strip","CHEM"
"CHANGED","95232-5","Albumin","PrThr","Pt","Urine","Ord","Detection limit <= 20 mg/L test strip","CHEM"
"BEFORE","95233-3","Albumin/Creatinine","PrThr","Pt","Urine","SemiQn","Detection limit <= 20 mg/L test strip","CHEM"
"CHANGED","95233-3","Albumin/Creatinine","PrThr","Pt","Urine","Ord","Detection limit <= 20 mg/L test strip","CHEM"
"BEFORE","95860-3","LCDS v4.00 - Self-care - discharge goal","-","Pt","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"CHANGED","95860-3","LCDS v4.00 - Self-care - discharge goal","-","RptPeriod","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"BEFORE","95862-9","LCDS v4.00 - Mobility - discharge goal","-","Pt","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"CHANGED","95862-9","LCDS v4.00 - Mobility - discharge goal","-","RptPeriod","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"BEFORE","95864-5","LCDS v4.00 - Active diagnoses","-","Pt","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"CHANGED","95864-5","LCDS v4.00 - Active diagnoses","-","RptPeriod","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"BEFORE","95865-2","LCDS v4.00 - Swallowing &or nutritional status","-","Pt","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"CHANGED","95865-2","LCDS v4.00 - Swallowing &or nutritional status","-","RptPeriod","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"BEFORE","95915-5","Coccidioides sp DNA","PrThr","Pt","Respiratory.lower","Ord","Probe.amp.tar","MICRO"
"CHANGED","95915-5","Coccidioides sp DNA","PrThr","Pt","Respiratory system specimen.lower","Ord","Probe.amp.tar","MICRO"
"BEFORE","95916-3","Blastomyces sp DNA","PrThr","Pt","Respiratory.lower","Ord","Probe.amp.tar","MICRO"
"CHANGED","95916-3","Blastomyces sp DNA","PrThr","Pt","Respiratory system specimen.lower","Ord","Probe.amp.tar","MICRO"
"BEFORE","95917-1","Histoplasma capsulatum DNA","PrThr","Pt","Respiratory.lower","Ord","Probe.amp.tar","MICRO"
"CHANGED","95917-1","Histoplasma capsulatum DNA","PrThr","Pt","Respiratory system specimen.lower","Ord","Probe.amp.tar","MICRO"
"BEFORE","95919-7","Fungal pathogens panel","-","Pt","Respiratory.lower","-","Probe.amp.tar","PANEL.MICRO"
"CHANGED","95919-7","Fungal pathogens panel","-","Pt","Respiratory system specimen.lower","-","Probe.amp.tar","PANEL.MICRO"
"BEFORE","95942-9","Influenza virus A & Influenza virus B & SARS coronavirus+SARS coronavirus 2 Ag panel","-","Pt","Respiratory.upper","-","IA.rapid","PANEL.MICRO"
"CHANGED","95942-9","Influenza virus A & Influenza virus B & SARS coronavirus+SARS coronavirus 2 Ag panel","-","Pt","Respiratory system specimen.upper","-","IA.rapid","PANEL.MICRO"
"BEFORE","96098-9","Wash upper body - functional goal","Find","Pt","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"CHANGED","96098-9","Wash upper body - functional goal","Find","RptPeriod","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"BEFORE","96119-3","SARS coronavirus 2 Ag","PrThr","Pt","Respiratory.upper","Ord","IA","MICRO"
"CHANGED","96119-3","SARS coronavirus 2 Ag","PrThr","Pt","Respiratory system specimen.upper","Ord","IA","MICRO"
"BEFORE","96120-1","SARS coronavirus 2 RdRp gene","PrThr","Pt","Respiratory.lower","Ord","Probe.amp.tar","MICRO"
"CHANGED","96120-1","SARS coronavirus 2 RdRp gene","PrThr","Pt","Respiratory system specimen.lower","Ord","Probe.amp.tar","MICRO"
"BEFORE","96121-9","SARS-related coronavirus E gene","PrThr","Pt","Respiratory.lower","Ord","Probe.amp.tar","MICRO"
"CHANGED","96121-9","SARS-related coronavirus E gene","PrThr","Pt","Respiratory system specimen.lower","Ord","Probe.amp.tar","MICRO"
"BEFORE","96122-7","SARS-related coronavirus E gene","PrThr","Pt","Respiratory.upper","Ord","Probe.amp.tar","MICRO"
"CHANGED","96122-7","SARS-related coronavirus E gene","PrThr","Pt","Respiratory system specimen.upper","Ord","Probe.amp.tar","MICRO"
"BEFORE","96123-5","SARS coronavirus 2 RdRp gene","PrThr","Pt","Respiratory.upper","Ord","Probe.amp.tar","MICRO"
"CHANGED","96123-5","SARS coronavirus 2 RdRp gene","PrThr","Pt","Respiratory system specimen.upper","Ord","Probe.amp.tar","MICRO"
"BEFORE","96298-5","IRF-PAI v3.0 - Quality indicators - admission","-","Pt","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"CHANGED","96298-5","IRF-PAI v3.0 - Quality indicators - admission","-","RptPeriod","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"BEFORE","96299-3","IRF-PAI v3.0 - Cognitive patterns - admission","-","Pt","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"CHANGED","96299-3","IRF-PAI v3.0 - Cognitive patterns - admission","-","RptPeriod","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"BEFORE","96317-3","Acinetobacter calcoaceticus-baumannii complex DNA","NCncRange","Pt","Respiratory.lower","SemiQn","Non-probe.amp.tar","MICRO"
"CHANGED","96317-3","Acinetobacter calcoaceticus-baumannii complex DNA","NCncRange","Pt","Respiratory system specimen.lower","SemiQn","Non-probe.amp.tar","MICRO"
"BEFORE","96318-1","Enterobacter cloacae complex DNA","NCncRange","Pt","Respiratory.lower","SemiQn","Non-probe.amp.tar","MICRO"
"CHANGED","96318-1","Enterobacter cloacae complex DNA","NCncRange","Pt","Respiratory system specimen.lower","SemiQn","Non-probe.amp.tar","MICRO"
"BEFORE","96319-9","Escherichia coli DNA","NCncRange","Pt","Respiratory.lower","SemiQn","Non-probe.amp.tar","MICRO"
"CHANGED","96319-9","Escherichia coli DNA","NCncRange","Pt","Respiratory system specimen.lower","SemiQn","Non-probe.amp.tar","MICRO"
"BEFORE","96320-7","Streptococcus agalactiae DNA","NCncRange","Pt","Respiratory.lower","SemiQn","Non-probe.amp.tar","MICRO"
"CHANGED","96320-7","Streptococcus agalactiae DNA","NCncRange","Pt","Respiratory system specimen.lower","SemiQn","Non-probe.amp.tar","MICRO"
"BEFORE","96321-5","Haemophilus influenzae DNA","NCncRange","Pt","Respiratory.lower","SemiQn","Non-probe.amp.tar","MICRO"
"CHANGED","96321-5","Haemophilus influenzae DNA","NCncRange","Pt","Respiratory system specimen.lower","SemiQn","Non-probe.amp.tar","MICRO"
"BEFORE","96322-3","Klebsiella oxytoca DNA","NCncRange","Pt","Respiratory.lower","SemiQn","Non-probe.amp.tar","MICRO"
"CHANGED","96322-3","Klebsiella oxytoca DNA","NCncRange","Pt","Respiratory system specimen.lower","SemiQn","Non-probe.amp.tar","MICRO"
"BEFORE","96323-1","Klebsiella aerogenes DNA","NCncRange","Pt","Respiratory.lower","SemiQn","Non-probe.amp.tar","MICRO"
"CHANGED","96323-1","Klebsiella aerogenes DNA","NCncRange","Pt","Respiratory system specimen.lower","SemiQn","Non-probe.amp.tar","MICRO"
"BEFORE","96324-9","Klebsiella pneumoniae+Klebsiella variicola+Klebsiella quasipneumoniae DNA","NCncRange","Pt","Respiratory.lower","SemiQn","Non-probe.amp.tar","MICRO"
"CHANGED","96324-9","Klebsiella pneumoniae+Klebsiella variicola+Klebsiella quasipneumoniae DNA","NCncRange","Pt","Respiratory system specimen.lower","SemiQn","Non-probe.amp.tar","MICRO"
"BEFORE","96325-6","Moraxella catarrhalis DNA","NCncRange","Pt","Respiratory.lower","SemiQn","Non-probe.amp.tar","MICRO"
